boundary_layer,meets_gate,points,mae,rmse,mape,max_pct,mean_bias
laminar,no,4,0.023994511097395373,0.02531637469872452,44.18960208229824,85.96904215272733,0.011313528946631473
turbulent (fixed roughness),no,4,0.013280239658108478,0.016897595341546452,15.889467907899043,24.735333151219763,-0.0015597346682070714
