metric,points,mae,rmse,mape_pct,max_pct,mean_bias
C_N,10,0.003457300000000001,0.004469499692359314,6.84472765958998,18.076086956521745,0.003457300000000001
X_CP_d,10,0.05357150000000001,0.061036285276055244,7.109840239198303,14.596981132075468,0.05357150000000001
